id,name,price,originalprice,discountpercentage,rating,detail,platform,productmasterid,createdat
1,SBM ~ UNILEVER Dove Shampo Shampoo RENCENG | 12 SACHET X 9ML - DOVE ABU,10315,10315,0.0,5.0,9ML,tokopedia,sbm-unilever-dove-shampo-shampoo-renceng-12-sachet-x-9ml-dove-hijau,07-Aug-25
2,Water Purifier Mesin Pure It Classic 9 Liter Unilever ORI Pureit 9L,912000,912000,0.0,0.0,9L,tokopedia,water-purifier-mesin-pure-it-classic-9-liter-unilever-ori-pureit-9l,07-Aug-25
3,buku PT Unilever Indonesia tbk laporan tahunan annual report 2019,100000,100000,0.0,0.0,,tokopedia,buku-pt-unilever-indonesia-tbk-laporan-tahunan-annual-report-2019,07-Aug-25
4,Promo Unilever Pure It Dispenser Air Classic Blue - 9L Diskon,807000,807000,0.0,0.0,9L,tokopedia,promo-unilever-pure-it-dispenser-air-classic-blue-9l-diskon,07-Aug-25
5,LAKBAN CURAH KILOAN PABRIK BRAND UNILEVER WINGS MURAH EKONOMIS JAKARTA,5900,5900,0.0,4.4,,tokopedia,lakban-curah-kiloan-pabrik-brand-unilever-wings-murah-ekonomis-jakarta,07-Aug-25
6,Unilever Pureit Classic Germkill Kit Filter 3000L / 1500L Refill Pure,454750,454750,0.0,0.0,3000L 1500L,tokopedia,unilever-pureit-classic-germkill-kit-filter-3000l-1500l-refill-pure-1500l-60c45,07-Aug-25
7,[Preloved] Unilever Pure It Pureit Classic 9L Water Purifier Filter,440000,440000,0.0,0.0,9L,tokopedia,preloved-unilever-pure-it-pureit-classic-9l-water-purifier-filter,07-Aug-25
8,TERBARU! Unilever pureit / batang penjernih,462000,462000,0.0,0.0,,tokopedia,terbaru-unilever-pureit-batang-penjernih,07-Aug-25
9,Tali Idcard UNILEVER / Lanyard UNILEVER [READY STOCK] TERMURAH !!! BELI ECERAN RASA GROSIR,23000,23000,0.0,5.0,,tokopedia,tali-idcard-unilever-lanyard-unilever-ready-stock-termurah-beli-eceran-rasa-grosir-tali-aja-7bc25,07-Aug-25
10,UNILEVER PureIt Water Purifier,1000000,1000000,0.0,0.0,,tokopedia,unilever-pureit-water-purifier,07-Aug-25
11,Unilever Pure it Classic 9 Liter Dispenser Air Water Purifier Murah,807000,807000,0.0,0.0,,tokopedia,unilever-pure-it-classic-9-liter-dispenser-air-water-purifier-murah,07-Aug-25
12,Unilever Wadah Atas Pure It Classic 9 Liter 0Riginal,191000,191000,0.0,0.0,,tokopedia,unilever-wadah-atas-pure-it-classic-9-liter-0riginal-1731058005418936273,07-Aug-25
13,Promo Unilever Pure It Water Purifier Classic 9 Liter - WHITE Murah,1735600,1735600,0.0,0.0,,tokopedia,promo-unilever-pure-it-water-purifier-classic-9-liter-white-murah,07-Aug-25
14,UNILEVER PURE IT Water Purifier Pembersih Air RO Tanpa Tangki UR5440,5800000,5800000,0.0,5.0,,tokopedia,unilever-pure-it-water-purifier-pembersih-air-ro-tanpa-tangki-ur5440,07-Aug-25
15,Unilever Pureit Replacement Carbon Fiber Filter Cartridge FCR52CF,259000,259000,0.0,5.0,,tokopedia,unilever-pureit-replacement-carbon-fiber-filter-cartridge-fcr52cf,07-Aug-25
16,Unilever Pureit Composite Filter Cartridge CR5240 - FCR52PPCF,450000,450000,0.0,5.0,,tokopedia,unilever-pureit-composite-filter-cartridge-cr5240-fcr52ppcf,07-Aug-25
17,Unilever Pureit Composite Filter Cartridge CR5240 - FCR52PPCF,450000,450000,0.0,5.0,,tokopedia,unilever-pureit-composite-filter-cartridge-cr5240-fcr52ppcf,07-Aug-25
18,Unilever Pureit Replacement Carbon Fiber Filter Cartridge FCR52CF,259000,259000,0.0,5.0,,tokopedia,unilever-pureit-replacement-carbon-fiber-filter-cartridge-fcr52cf,07-Aug-25
19,Unilever PureIt CR5240 Water Purifier Pemurni Air Ro Countertop,4875000,4875000,0.0,5.0,,tokopedia,unilever-pureit-cr5240-water-purifier-pemurni-air-ro-countertop,07-Aug-25
20,UNILEVER Pureit Water Purifier RO Tanpa Tangki UR5440 - FREE INSTALASI,5999000,5999000,0.0,5.0,,tokopedia,unilever-pureit-water-purifier-ro-tanpa-tangki-ur5440-free-instalasi,07-Aug-25
21,UNILEVER PURE IT Water Purifier Pemurni Air UF Countertop CU3040,1554000,1554000,0.0,4.7,,tokopedia,unilever-pure-it-water-purifier-pemurni-air-uf-countertop-cu3040,07-Aug-25
22,Unilever Pureit Water Purifier Classic White 9l Paket 2pcs,1546000,1546000,0.0,0.0,9l,tokopedia,unilever-pureit-water-purifier-classic-white-9l-paket-2pcs,07-Aug-25
23,d2005 Unilever Pure it Classic 9 L water purifier,788000,788000,0.0,0.0,9L,tokopedia,d2005-unilever-pure-it-classic-9-l-water-purifier,07-Aug-25
24,Unilever PURE IT Germkill Kit 1500L Filter Kit Penyaring AirClassic9L,387600,387600,0.0,5.0,1500L,tokopedia,unilever-pure-it-germkill-kit-1500l-filter-kit-penyaring-airclassic9l,07-Aug-25
25,Unilever PURE IT Germkill Kit 1500L Filter Kit Penyaring AirClassic9L,380000,380000,0.0,4.9,1500L,tokopedia,unilever-pure-it-germkill-kit-1500l-filter-kit-penyaring-airclassic9l,07-Aug-25
26,Germ kill kit pure it 3000L unilever,559000,559000,0.0,5.0,3000L,tokopedia,germ-kill-pure-it-3000-l-refill-filter-pure-it-9l-germ-kill-gkk3000,07-Aug-25
27,Unilever Pure It Saringan Filter Micro Fiber Mesh MFM,85000,85000,0.0,5.0,,tokopedia,unilever-pure-it-saringan-filter-micro-fiber-mesh-mfm,07-Aug-25
28,Germ kill kit pure it unilever 1500 L / saringan pure it,385000,385000,0.0,4.9,1500L,tokopedia,germ-kill-kit-pure-it-unilever-1500-l-saringan-pure-it,07-Aug-25
29,Unilever Pure It Saringan Filter Micro Fiber Mesh Pure it Classic 9ltr,86000,86000,0.0,4.9,,tokopedia,unilever-pure-it-saringan-filter-micro-fiber-mesh-pure-it-classic-9ltr,07-Aug-25
30,Germ kill kit pure it 3000L unilever,564000,564000,0.0,4.9,3000L,tokopedia,germ-kill-kit-pure-it-3000l-unilever,07-Aug-25
31,Unilever Pureit MICRO FIBER MESH Saringan Serat Micro,99000,99000,0.0,5.0,,tokopedia,unilever-pureit-micro-fiber-mesh-saringan-serat-micro,07-Aug-25
32,UNILEVER PURE IT Water Purifier Pemurni Air RO Countertop CR5240,5250000,5250000,0.0,4.5,,tokopedia,unilever-pure-it-water-purifier-pemurni-air-ro-countertop-cr5240,07-Aug-25
33,Unilever Pureit CLASSIC GKK 3000L [ Filter Pengganti Pureit ],535000,589000,9.17,4.9,3000L,tokopedia,unilever-pureit-classic-gkk-3000l-filter-pengganti-pureit-1731138360596595899,07-Aug-25
34,Unilever Pureit CLASSIC GKK 1500L,385000,419000,8.11,4.9,1500L,tokopedia,unilever-pureit-classic-gkk-1500l,07-Aug-25
35,UNILEVER PURE IT GERMKIL KIT FILTER AIR 1500L,360700,363700,0.82,4.9,1500L,tokopedia,unilever-pure-it-germkill-kit-filter-air-1500l,07-Aug-25
36,UNILEVER PURE IT GERMKILL FILTER 3000 L GKK CLASSIC - 100% ORI,528500,531500,0.56,4.9,3000L,tokopedia,unilever-pure-it-germkill-filter-3000-l-pureit-3000liter-gkk-classic,07-Aug-25
37,Unilever Pureit REFILL TAP WATER FTX30C05,105000,105000,0.0,4.9,,tokopedia,unilever-pureit-refill-tap-water-ftx30c05,07-Aug-25
38,UNILEVER PUREIT PURE IT MICRO FIBRE MESH 9 LITER - ORIGINAL Default,80200,80200,0.0,4.9,,tokopedia,unilever-pureit-pure-it-micro-fibre-mesh-9-liter-original,07-Aug-25
39,Unilever Pure it /Pureit Reverse Osmosis Membrane Filter FCR52RO,785000,785000,0.0,4.5,,tokopedia,unilever-pure-it-pureit-reverse-osmosis-membrane-filter-fcr52ro,07-Aug-25
40,Unilever Pureit Water Purifier Classic White 9L,974000,974000,0.0,0.0,9L,tokopedia,unilever-pureit-water-purifier-classic-white-9l,07-Aug-25
41,Unilever Pureit Pure It Germkill Filter Air 1500 L 1500L Liter,424000,424000,0.0,0.0,1500L 1500L,tokopedia,unilever-pureit-pure-it-germkill-filter-air-1500-l-1500l-liter-1731134934296265901,07-Aug-25
